CIP_Sample_Code	UCD_Sample_Code	UCD_Sample_Numeric	Non_inducer	Inducer	Monica_ploidy	KRA_Background_Ploidy	Monica_KRA_ploidy_concordant	KRA_aneuploidy_notes	Predicted_chrom_number	Parent_assoc_aneuploidy	Phureja_marker_phenotype	Other notes	numerical_aneuploidy	broken_chromosome
CIP316601.104	MM343	343	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.105	MM344	344	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.106	MM345	345	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.107	MM346	346	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.108	MM347	347	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.109	MM348	348	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.112	MM349	349	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.113	MM350	350	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.114	MM351	351	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.115	MM352	352	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.118	MM353	353	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.119	MM354	354	C93154	PL4	NA	NA	NA	clean	24	NA	NA	NA	.	.
CIP316601.123	MM355	355	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.126	MM356	356	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.127	MM357	357	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.129	MM358	358	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.130	MM359	359	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.131	MM360	360	C93154	PL4	2x	NA	NA	2x-1S	24	non-inducer	putDH	shatter watch; rearranged non inducer chrom	.	broken
CIP316601.132	MM361	361	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.133	MM362	362	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.137	MM363	363	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.142	MM364	364	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.144	MM365	365	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.145	MM366	366	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.146	MM367	367	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.148	MM368	368	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.149	MM369	369	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.150	MM370	370	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.151	MM371	371	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.152	MM372	372	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.154	MM373	373	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.155	MM374	374	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.156	MM375	375	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.157	MM376	376	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.158	MM377	377	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.159	MM378	378	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.160	MM379	379	C93154	PL4	NA	NA	NA	clean	24	NA	NA	NA	.	.
CIP316601.161	MM380	380	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.162	MM381	381	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.163	MM382	382	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.164	MM383	383	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.165	MM384	384	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.166	MM385	385	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.168	MM386	386	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.169	MM387	387	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.170	MM388	388	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.171	MM389	389	C93154	PL4	2x	NA	NA	2x+3S.3L	25	non-inducer	putDH	NA	numerical	.
CIP316601.172	MM390	390	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.173	MM391	391	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.174	MM392	392	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.175	MM393	393	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.176	MM394	394	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.177	MM395	395	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.178	MM396	396	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.179	MM397	397	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.180	MM398	398	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.181	MM399	399	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.182	MM400	400	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.183	MM401	401	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.184	MM402	402	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.185	MM403	403	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.186	MM404	404	C93154	PL4	NA	NA	NA	clean	24	NA	NA	NA	.	.
CIP316601.188	MM405	405	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.190	MM406	406	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.191	MM407	407	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.192	MM408	408	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.193	MM409	409	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.196	MM410	410	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.197	MM411	411	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.198	MM412	412	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.199	MM413	413	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.200	MM414	414	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.201	MM415	415	C93154	PL4	2x	2x mosaic else 3x or 4x	FALSE	2x-2L	23	non-inducer	putDH	SNP unclear	numerical	.
CIP316601.203	MM416	416	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.204	MM417	417	C93154	PL4	2x	NA	NA	2x+7S.7L	25	non-inducer	putDH	NA	numerical	.
CIP316601.206	MM418	418	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.207	MM419	419	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.208	MM420	420	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.209	MM421	421	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.210	MM422	422	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.211	MM423	423	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.212	MM424	424	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.213	MM425	425	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.214	MM426	426	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515505.001	MM427	427	LR00022	PL4	2x	NA	NA	NA	24	NA	putDH	SNP unclear	.	.
CIP515505.002	MM428	428	LR00022	PL4	2x	NA	NA	NA	24	NA	putDH	SNP unclear	.	.
CIP515505.003	MM429	429	LR00022	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515505.004	MM430	430	LR00022	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515505.005	MM431	431	LR00022	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515505.006	MM432	432	LR00022	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515505.007	MM433	433	LR00022	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515505.008	MM434	434	LR00022	PL4	2x	NA	NA	clean	24	NA	putDH	withhold	.	.
CIP515505.009	MM435	435	LR00022	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515505.010	MM436	436	LR00022	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515505.011	MM437	437	LR00022	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515505.012	MM438	438	LR00022	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515505.013	MM439	439	LR00022	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515505.014	MM440	440	LR00022	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515505.015	MM441	441	LR00022	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515505.016	MM442	442	LR00022	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515505.017	MM443	443	LR00022	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515505.018	MM444	444	LR00022	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515505.019	MM445	445	LR00022	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515505.020	MM446	446	LR00022	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515505.021	MM447	447	LR00022	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515505.022	MM448	448	LR00022	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515505.023	MM449	449	LR00022	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515505.024	MM450	450	LR00022	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515505.025	MM451	451	LR00022	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515505.026	MM452	452	LR00022	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515505.027	MM453	453	LR00022	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515505.028	MM454	454	LR00022	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515505.029	MM455	455	LR00022	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515505.030	MM456	456	LR00022	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515505.031	MM457	457	LR00022	PL4	2x	NA	NA	2x+10S.10L	25	non-inducer	putDH	NA	numerical	.
CIP515505.032	MM458	458	LR00022	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515505.033	MM459	459	LR00022	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515505.034	MM460	460	LR00022	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515505.035	MM461	461	LR00022	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515505.036	MM462	462	LR00022	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515505.037	MM463	463	LR00022	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515505.038	MM464	464	LR00022	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515505.039	MM465	465	LR00022	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515505.040	MM466	466	LR00022	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515505.041	MM467	467	LR00022	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515505.042	MM468	468	LR00022	PL4	2x	NA	NA	2x+1S.1L	25	non-inducer	putDH	NA	numerical	.
CIP515505.043	MM469	469	LR00022	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515505.044	MM470	470	LR00022	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515505.045	MM471	471	LR00022	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515505.046	MM472	472	LR00022	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515505.047	MM473	473	LR00022	PL4	2x	NA	NA	2x+10S.10L	25	non-inducer	putDH	NA	numerical	.
CIP515505.048	MM474	474	LR00022	PL4	2x	NA	NA	2x+7S.7L	25	non-inducer	putDH	NA	numerical	.
CIP515505.049	MM475	475	LR00022	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515505.050	MM476	476	LR00022	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515505.051	MM477	477	LR00022	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515505.052	MM478	478	LR00022	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515505.053	MM479	479	LR00022	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515505.054	MM480	480	LR00022	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515506.001	MM481	481	C01020	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515506.002	MM482	482	C01020	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515506.003	MM483	483	C01020	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515506.004	MM484	484	C01020	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515506.005	MM485	485	C01020	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515506.006	MM486	486	C01020	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515506.007	MM487	487	C01020	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515506.008	MM488	488	C01020	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515506.009	MM489	489	C01020	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515506.010	MM490	490	C01020	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515506.011	MM491	491	C01020	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515506.012	MM492	492	C01020	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515506.013	MM493	493	C01020	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515506.014	MM494	494	C01020	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515506.015	MM495	495	C01020	PL4	2x	NA	NA	2x+7S.7L	25	non-inducer	putDH	NA	numerical	.
CIP515504.001	MM496	496	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.002	MM497	497	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.003	MM498	498	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.004	MM499	499	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.005	MM500	500	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.006	MM501	501	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.007	MM502	502	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.008	MM503	503	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.009	MM504	504	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.010	MM505	505	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.011	MM506	506	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.012	MM507	507	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.013	MM508	508	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.014	MM509	509	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.015	MM510	510	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.016	MM511	511	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.017	MM512	512	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.018	MM513	513	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.019	MM514	514	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.020	MM515	515	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.021	MM516	516	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.022	MM517	517	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.023	MM518	518	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.024	MM519	519	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.025	MM520	520	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.026	MM521	521	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.027	MM522	522	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.028	MM523	523	C91640	PL4	2x	NA	NA	2x+12S.12L	25	inducer	putDH	shatter watch	numerical	.
CIP515504.029	MM524	524	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.030	MM525	525	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.031	MM526	526	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.032	MM527	527	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.033	MM528	528	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.034	MM529	529	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.035	MM530	530	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.036	MM531	531	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.037	MM532	532	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.038	MM533	533	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.039	MM534	534	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.040	MM535	535	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.041	MM536	536	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.042	MM537	537	C91640	PL4	2x	NA	NA	2x+12S.12L	25	inducer	putDH	shatter watch	numerical	.
CIP515504.043	MM538	538	C91640	PL4	2x	NA	NA	2x+10S.10L	25	non-inducer	putDH	NA	numerical	.
CIP515504.044	MM539	539	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.045	MM540	540	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.046	MM541	541	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.047	MM542	542	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.048	MM543	543	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.049	MM544	544	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.050	MM545	545	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.051	MM546	546	C91640	PL4	2x	NA	NA	2x+8S.8L+10S.10L	26	inducer	putDH	shatter watch	numerical	.
CIP515504.052	MM547	547	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.053	MM548	548	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.054	MM549	549	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.055	MM550	550	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.056	MM551	551	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.057	MM552	552	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.058	MM553	553	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.059	MM554	554	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.060	MM555	555	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.061	MM556	556	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.062	MM557	557	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.063	MM558	558	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.064	MM559	559	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.065	MM560	560	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.066	MM561	561	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.067	MM562	562	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.068	MM563	563	C91640	PL4	2x	NA	NA	2x+10S.10L	25	non-inducer	putDH	NA	numerical	.
CIP515504.069	MM564	564	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.070	MM565	565	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.071	MM566	566	C91640	PL4	2x	NA	NA	2x+2L	25	non-inducer	putDH	NA	numerical	.
CIP515504.072	MM567	567	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.073	MM568	568	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.074	MM569	569	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.075	MM570	570	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.076	MM571	571	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.077	MM572	572	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.078	MM573	573	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.079	MM574	574	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.080	MM575	575	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP515504.081	MM576	576	C91640	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316601.016	MM577	577	C93154	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316608.001	MM578	578	C01020	PL4	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP516002.001	MM579	579	LRY2125	IVP101	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP516002.002	MM580	580	LRY2125	IVP101	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP516002.003	MM581	581	LRY2125	IVP101	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP516002.004	MM582	582	LRY2125	IVP101	4x	NA	NA	4x+complex1L-8L-10S.10L+complex12	NA	NA	PM	shatter watch	.	broken
CIP516002.005	MM583	583	LRY2125	IVP101	4x	NA	NA	4x-6L+7S-8L-9S+11L	NA	NA	atiPM	shatter watch	.	broken
CIP516002.006	MM584	584	LRY2125	IVP101	4x	NA	NA	4x-3S.3L-5L-8S.8L	NA	NA	atiPM	shatter watch	.	broken
CIP516002.007	MM585	585	LRY2125	IVP101	2x	NA	NA	clean	24	NA	atiPM	NA	.	.
CIP516002.008	MM586	586	LRY2125	IVP101	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316603.010	MM587	587	C93154	IVP101	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316603.011	MM588	588	C93154	IVP101	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316603.012	MM589	589	C93154	IVP101	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316603.013	MM590	590	C93154	IVP101	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316603.014	MM591	591	C93154	IVP101	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316603.015	MM592	592	C93154	IVP101	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316603.016	MM593	593	C93154	IVP101	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316603.017	MM594	594	C93154	IVP101	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316603.018	MM595	595	C93154	IVP101	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316603.019	MM596	596	C93154	IVP101	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316603.020	MM597	597	C93154	IVP101	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316603.021	MM598	598	C93154	IVP101	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316603.022	MM599	599	C93154	IVP101	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316603.023	MM600	600	C93154	IVP101	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316603.024	MM601	601	C93154	IVP101	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316603.025	MM602	602	C93154	IVP101	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316603.026	MM603	603	C93154	IVP101	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316603.027	MM604	604	C93154	IVP101	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316603.028	MM605	605	C93154	IVP101	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316603.029	MM606	606	C93154	IVP101	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316603.030	MM607	607	C93154	IVP101	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316603.031	MM608	608	C93154	IVP101	2x	NA	NA	clean	24	NA	putDH	NA	.	.
CIP316603.032	MM609	609	C93154	IVP101	2x	NA	NA	2x+10S.10L	25	non-inducer	putDH	NA	numerical	.
CIP316603.033	MM610	610	C93154	IVP101	2x	NA	NA	clean	24	NA	putDH	NA	.	.
