sample	unit	fq1	fq2	parhap	mother	inducer
MM1098	KFRAG_01278_b	KFRAG_01278_b.fq.gz	NaN	haploid	WA_077	IVP101
MM1098	KFRAG_01278_c	KFRAG_01278_c.fq.gz	NaN	haploid	WA_077	IVP101
MM1099	KFRAG_01279	KFRAG_01279.fq.gz	NaN	haploid	WA_077	IVP101
MM1099	KFRAG_01279_b	KFRAG_01279_b.fq.gz	NaN	haploid	WA_077	IVP101
MM1099	KFRAG_01279_c	KFRAG_01279_c.fq.gz	NaN	haploid	WA_077	IVP101
MM1100	KFRAG_01280	KFRAG_01280.fq.gz	NaN	haploid	WA_077	IVP101
MM1100	KFRAG_01280_b	KFRAG_01280_b.fq.gz	NaN	haploid	WA_077	IVP101
MM1100	KFRAG_01280_c	KFRAG_01280_c.fq.gz	NaN	haploid	WA_077	IVP101
MM1101	KFRAG_01281	KFRAG_01281.fq.gz	NaN	haploid	WA_077	IVP101
MM1101	KFRAG_01281_b	KFRAG_01281_b.fq.gz	NaN	haploid	WA_077	IVP101
MM1101	KFRAG_01281_c	KFRAG_01281_c.fq.gz	NaN	haploid	WA_077	IVP101
MM1102	KFRAG_01282	KFRAG_01282.fq.gz	NaN	haploid	WA_077	IVP101
MM1102	KFRAG_01282_b	KFRAG_01282_b.fq.gz	NaN	haploid	WA_077	IVP101
MM1102	KFRAG_01282_c	KFRAG_01282_c.fq.gz	NaN	haploid	WA_077	IVP101
MM1103	KFRAG_01283	KFRAG_01283.fq.gz	NaN	haploid	WA_077	IVP101
MM1103	KFRAG_01283_b	KFRAG_01283_b.fq.gz	NaN	haploid	WA_077	IVP101
MM1103	KFRAG_01283_c	KFRAG_01283_c.fq.gz	NaN	haploid	WA_077	IVP101
MM1104	KFRAG_01284	KFRAG_01284.fq.gz	NaN	haploid	WA_077	IVP101
MM1104	KFRAG_01284_b	KFRAG_01284_b.fq.gz	NaN	haploid	WA_077	IVP101
MM1104	KFRAG_01284_c	KFRAG_01284_c.fq.gz	NaN	haploid	WA_077	IVP101
MM1105	KFRAG_01285	KFRAG_01285.fq.gz	NaN	haploid	WA_077	IVP101
MM1105	KFRAG_01285_b	KFRAG_01285_b.fq.gz	NaN	haploid	WA_077	IVP101
MM1105	KFRAG_01285_c	KFRAG_01285_c.fq.gz	NaN	haploid	WA_077	IVP101
MM1106	KFRAG_01286	KFRAG_01286.fq.gz	NaN	haploid	WA_077	IVP101
MM1106	KFRAG_01286_b	KFRAG_01286_b.fq.gz	NaN	haploid	WA_077	IVP101
MM1106	KFRAG_01286_c	KFRAG_01286_c.fq.gz	NaN	haploid	WA_077	IVP101
MM1107	KFRAG_01287	KFRAG_01287.fq.gz	NaN	haploid	WA_077	IVP101
MM1107	KFRAG_01287_b	KFRAG_01287_b.fq.gz	NaN	haploid	WA_077	IVP101
MM1107	KFRAG_01287_c	KFRAG_01287_c.fq.gz	NaN	haploid	WA_077	IVP101
MM1108	KFRAG_01288	KFRAG_01288.fq.gz	NaN	haploid	WA_077	IVP101
MM1108	KFRAG_01288_b	KFRAG_01288_b.fq.gz	NaN	haploid	WA_077	IVP101
MM1108	KFRAG_01288_c	KFRAG_01288_c.fq.gz	NaN	haploid	WA_077	IVP101
MM1109	KFRAG_01289	KFRAG_01289.fq.gz	NaN	haploid	WA_077	IVP101
MM1109	KFRAG_01289_b	KFRAG_01289_b.fq.gz	NaN	haploid	WA_077	IVP101
MM1109	KFRAG_01289_c	KFRAG_01289_c.fq.gz	NaN	haploid	WA_077	IVP101
MM1110	KFRAG_01290	KFRAG_01290.fq.gz	NaN	haploid	WA_077	IVP101
MM1110	KFRAG_01290_b	KFRAG_01290_b.fq.gz	NaN	haploid	WA_077	IVP101
MM1110	KFRAG_01290_c	KFRAG_01290_c.fq.gz	NaN	haploid	WA_077	IVP101
MM1111	KFRAG_01291	KFRAG_01291.fq.gz	NaN	haploid	WA_077	IVP101
MM1111	KFRAG_01291_b	KFRAG_01291_b.fq.gz	NaN	haploid	WA_077	IVP101
MM1111	KFRAG_01291_c	KFRAG_01291_c.fq.gz	NaN	haploid	WA_077	IVP101
MM1112	KFRAG_01292	KFRAG_01292.fq.gz	NaN	haploid	WA_077	IVP101
MM1112	KFRAG_01292_b	KFRAG_01292_b.fq.gz	NaN	haploid	WA_077	IVP101
MM1112	KFRAG_01292_c	KFRAG_01292_c.fq.gz	NaN	haploid	WA_077	IVP101
MM1113	KFRAG_01293	KFRAG_01293.fq.gz	NaN	haploid	WA_077	IVP101
MM1113	KFRAG_01293_b	KFRAG_01293_b.fq.gz	NaN	haploid	WA_077	IVP101
MM1113	KFRAG_01293_c	KFRAG_01293_c.fq.gz	NaN	haploid	WA_077	IVP101
MM1114	KFRAG_01294	KFRAG_01294.fq.gz	NaN	haploid	WA_077	IVP101
MM1114	KFRAG_01294_b	KFRAG_01294_b.fq.gz	NaN	haploid	WA_077	IVP101
MM1114	KFRAG_01294_c	KFRAG_01294_c.fq.gz	NaN	haploid	WA_077	IVP101
MM1115	KFRAG_01295	KFRAG_01295.fq.gz	NaN	haploid	WA_077	IVP101
MM1115	KFRAG_01295_b	KFRAG_01295_b.fq.gz	NaN	haploid	WA_077	IVP101
MM1115	KFRAG_01295_c	KFRAG_01295_c.fq.gz	NaN	haploid	WA_077	IVP101
MM1116	KFRAG_01296	KFRAG_01296.fq.gz	NaN	haploid	WA_077	IVP101
MM1116	KFRAG_01296_b	KFRAG_01296_b.fq.gz	NaN	haploid	WA_077	IVP101
MM1116	KFRAG_01296_c	KFRAG_01296_c.fq.gz	NaN	haploid	WA_077	IVP101
MM1117	KFRAG_01297	KFRAG_01297.fq.gz	NaN	haploid	WA_077	IVP101
MM1117	KFRAG_01297_b	KFRAG_01297_b.fq.gz	NaN	haploid	WA_077	IVP101
MM1117	KFRAG_01297_c	KFRAG_01297_c.fq.gz	NaN	haploid	WA_077	IVP101
MM1118	KFRAG_01298	KFRAG_01298.fq.gz	NaN	haploid	WA_077	IVP101
MM1118	KFRAG_01298_b	KFRAG_01298_b.fq.gz	NaN	haploid	WA_077	IVP101
MM1118	KFRAG_01298_c	KFRAG_01298_c.fq.gz	NaN	haploid	WA_077	IVP101
MM1119	KFRAG_01299	KFRAG_01299.fq.gz	NaN	haploid	WA_077	IVP101
MM1119	KFRAG_01299_b	KFRAG_01299_b.fq.gz	NaN	haploid	WA_077	IVP101
MM1119	KFRAG_01299_c	KFRAG_01299_c.fq.gz	NaN	haploid	WA_077	IVP101
MM1120	KFRAG_01300	KFRAG_01300.fq.gz	NaN	haploid	WA_077	IVP101
MM1120	KFRAG_01300_b	KFRAG_01300_b.fq.gz	NaN	haploid	WA_077	IVP101
MM1120	KFRAG_01300_c	KFRAG_01300_c.fq.gz	NaN	haploid	WA_077	IVP101
MM1121	KFRAG_01301	KFRAG_01301.fq.gz	NaN	haploid	WA_077	IVP101
MM1121	KFRAG_01301_b	KFRAG_01301_b.fq.gz	NaN	haploid	WA_077	IVP101
MM1121	KFRAG_01301_c	KFRAG_01301_c.fq.gz	NaN	haploid	WA_077	IVP101
MM1122	KFRAG_01302	KFRAG_01302.fq.gz	NaN	haploid	WA_077	IVP101
MM1122	KFRAG_01302_b	KFRAG_01302_b.fq.gz	NaN	haploid	WA_077	IVP101
MM1122	KFRAG_01302_c	KFRAG_01302_c.fq.gz	NaN	haploid	WA_077	IVP101
MM1123	KFRAG_01303	KFRAG_01303.fq.gz	NaN	haploid	WA_077	IVP101
MM1123	KFRAG_01303_b	KFRAG_01303_b.fq.gz	NaN	haploid	WA_077	IVP101
MM1123	KFRAG_01303_c	KFRAG_01303_c.fq.gz	NaN	haploid	WA_077	IVP101
MM1124	KFRAG_01304	KFRAG_01304.fq.gz	NaN	haploid	WA_077	IVP101
MM1124	KFRAG_01304_b	KFRAG_01304_b.fq.gz	NaN	haploid	WA_077	IVP101
MM1124	KFRAG_01304_c	KFRAG_01304_c.fq.gz	NaN	haploid	WA_077	IVP101
MM1125	KFRAG_01305	KFRAG_01305.fq.gz	NaN	haploid	WA_077	IVP101
MM1125	KFRAG_01305_b	KFRAG_01305_b.fq.gz	NaN	haploid	WA_077	IVP101
MM1125	KFRAG_01305_c	KFRAG_01305_c.fq.gz	NaN	haploid	WA_077	IVP101
MM1126	KFRAG_01306	KFRAG_01306.fq.gz	NaN	haploid	WA_077	IVP101
MM1126	KFRAG_01306_b	KFRAG_01306_b.fq.gz	NaN	haploid	WA_077	IVP101
MM1126	KFRAG_01306_c	KFRAG_01306_c.fq.gz	NaN	haploid	WA_077	IVP101
MM1127	KFRAG_01307	KFRAG_01307.fq.gz	NaN	haploid	WA_077	IVP101
MM1127	KFRAG_01307_b	KFRAG_01307_b.fq.gz	NaN	haploid	WA_077	IVP101
MM1127	KFRAG_01307_c	KFRAG_01307_c.fq.gz	NaN	haploid	WA_077	IVP101
MM1128	KFRAG_01308	KFRAG_01308.fq.gz	NaN	haploid	Desiree	IVP101
MM1128	KFRAG_01308_b	KFRAG_01308_b.fq.gz	NaN	haploid	Desiree	IVP101
MM1128	KFRAG_01308_c	KFRAG_01308_c.fq.gz	NaN	haploid	Desiree	IVP101
MM1129	KFRAG_01309	KFRAG_01309.fq.gz	NaN	haploid	Desiree	IVP101
MM1129	KFRAG_01309_b	KFRAG_01309_b.fq.gz	NaN	haploid	Desiree	IVP101
MM1129	KFRAG_01309_c	KFRAG_01309_c.fq.gz	NaN	haploid	Desiree	IVP101
MM1130	KFRAG_01310	KFRAG_01310.fq.gz	NaN	haploid	LR00_014	IVP35
MM1130	KFRAG_01310_b	KFRAG_01310_b.fq.gz	NaN	haploid	LR00_014	IVP35
MM1130	KFRAG_01310_c	KFRAG_01310_c.fq.gz	NaN	haploid	LR00_014	IVP35
MM1131	KFRAG_01311	KFRAG_01311.fq.gz	NaN	haploid	LR00_014	IVP35
MM1131	KFRAG_01311_b	KFRAG_01311_b.fq.gz	NaN	haploid	LR00_014	IVP35
MM1131	KFRAG_01311_c	KFRAG_01311_c.fq.gz	NaN	haploid	LR00_014	IVP35
MM1132	KFRAG_01312	KFRAG_01312.fq.gz	NaN	haploid	LR00_014	IVP35
MM1132	KFRAG_01312_b	KFRAG_01312_b.fq.gz	NaN	haploid	LR00_014	IVP35
MM1132	KFRAG_01312_c	KFRAG_01312_c.fq.gz	NaN	haploid	LR00_014	IVP35
MM1133	KFRAG_01313	KFRAG_01313.fq.gz	NaN	haploid	LR00_014	IVP35
