sample	unit	fq1	fq2	parhap	mother	inducer
MM1004	KFRAG_01184	KFRAG_01184.fq.gz	NaN	haploid	458	PL4
MM1004	KFRAG_01184_b	KFRAG_01184_b.fq.gz	NaN	haploid	458	PL4
MM1004	KFRAG_01184_c	KFRAG_01184_c.fq.gz	NaN	haploid	458	PL4
MM1005	KFRAG_01185	KFRAG_01185.fq.gz	NaN	haploid	C93_154	PL4
MM1005	KFRAG_01185_b	KFRAG_01185_b.fq.gz	NaN	haploid	C93_154	PL4
MM1005	KFRAG_01185_c	KFRAG_01185_c.fq.gz	NaN	haploid	C93_154	PL4
MM1006	KFRAG_01186	KFRAG_01186.fq.gz	NaN	haploid	C93_154	PL4
MM1006	KFRAG_01186_b	KFRAG_01186_b.fq.gz	NaN	haploid	C93_154	PL4
MM1006	KFRAG_01186_c	KFRAG_01186_c.fq.gz	NaN	haploid	C93_154	PL4
MM1007	KFRAG_01187	KFRAG_01187.fq.gz	NaN	haploid	C93_154	PL4
MM1007	KFRAG_01187_b	KFRAG_01187_b.fq.gz	NaN	haploid	C93_154	PL4
MM1007	KFRAG_01187_c	KFRAG_01187_c.fq.gz	NaN	haploid	C93_154	PL4
MM1008	KFRAG_01188	KFRAG_01188.fq.gz	NaN	haploid	C93_154	PL4
MM1008	KFRAG_01188_b	KFRAG_01188_b.fq.gz	NaN	haploid	C93_154	PL4
MM1008	KFRAG_01188_c	KFRAG_01188_c.fq.gz	NaN	haploid	C93_154	PL4
MM1009	KFRAG_01189	KFRAG_01189.fq.gz	NaN	haploid	C93_154	PL4
MM1009	KFRAG_01189_b	KFRAG_01189_b.fq.gz	NaN	haploid	C93_154	PL4
MM1009	KFRAG_01189_c	KFRAG_01189_c.fq.gz	NaN	haploid	C93_154	PL4
MM1010	KFRAG_01190	KFRAG_01190.fq.gz	NaN	haploid	C93_154	PL4
MM1010	KFRAG_01190_b	KFRAG_01190_b.fq.gz	NaN	haploid	C93_154	PL4
MM1010	KFRAG_01190_c	KFRAG_01190_c.fq.gz	NaN	haploid	C93_154	PL4
MM1011	KFRAG_01191	KFRAG_01191.fq.gz	NaN	haploid	C93_154	PL4
MM1011	KFRAG_01191_b	KFRAG_01191_b.fq.gz	NaN	haploid	C93_154	PL4
MM1011	KFRAG_01191_c	KFRAG_01191_c.fq.gz	NaN	haploid	C93_154	PL4
MM1012	KFRAG_01192	KFRAG_01192.fq.gz	NaN	haploid	WA_077	IVP35
MM1012	KFRAG_01192_b	KFRAG_01192_b.fq.gz	NaN	haploid	WA_077	IVP35
MM1012	KFRAG_01192_c	KFRAG_01192_c.fq.gz	NaN	haploid	WA_077	IVP35
MM1013	KFRAG_01193	KFRAG_01193.fq.gz	NaN	haploid	WA_077	IVP35
MM1013	KFRAG_01193_b	KFRAG_01193_b.fq.gz	NaN	haploid	WA_077	IVP35
MM1013	KFRAG_01193_c	KFRAG_01193_c.fq.gz	NaN	haploid	WA_077	IVP35
MM1014	KFRAG_01194	KFRAG_01194.fq.gz	NaN	haploid	C93_154	PL4
MM1014	KFRAG_01194_b	KFRAG_01194_b.fq.gz	NaN	haploid	C93_154	PL4
MM1014	KFRAG_01194_c	KFRAG_01194_c.fq.gz	NaN	haploid	C93_154	PL4
MM1015	KFRAG_01195	KFRAG_01195.fq.gz	NaN	haploid	C93_154	PL4
MM1015	KFRAG_01195_b	KFRAG_01195_b.fq.gz	NaN	haploid	C93_154	PL4
MM1015	KFRAG_01195_c	KFRAG_01195_c.fq.gz	NaN	haploid	C93_154	PL4
MM1016	KFRAG_01196	KFRAG_01196.fq.gz	NaN	haploid	C93_154	PL4
MM1016	KFRAG_01196_b	KFRAG_01196_b.fq.gz	NaN	haploid	C93_154	PL4
MM1016	KFRAG_01196_c	KFRAG_01196_c.fq.gz	NaN	haploid	C93_154	PL4
MM1017	KFRAG_01197	KFRAG_01197.fq.gz	NaN	haploid	C93_154	PL4
MM1017	KFRAG_01197_b	KFRAG_01197_b.fq.gz	NaN	haploid	C93_154	PL4
MM1017	KFRAG_01197_c	KFRAG_01197_c.fq.gz	NaN	haploid	C93_154	PL4
MM1018	KFRAG_01198	KFRAG_01198.fq.gz	NaN	haploid	C93_154	PL4
MM1018	KFRAG_01198_b	KFRAG_01198_b.fq.gz	NaN	haploid	C93_154	PL4
MM1018	KFRAG_01198_c	KFRAG_01198_c.fq.gz	NaN	haploid	C93_154	PL4
MM1019	KFRAG_01199	KFRAG_01199.fq.gz	NaN	haploid	C93_154	PL4
MM1019	KFRAG_01199_b	KFRAG_01199_b.fq.gz	NaN	haploid	C93_154	PL4
MM1019	KFRAG_01199_c	KFRAG_01199_c.fq.gz	NaN	haploid	C93_154	PL4
MM1020	KFRAG_01200	KFRAG_01200.fq.gz	NaN	haploid	C93_154	PL4
MM1020	KFRAG_01200_b	KFRAG_01200_b.fq.gz	NaN	haploid	C93_154	PL4
MM1020	KFRAG_01200_c	KFRAG_01200_c.fq.gz	NaN	haploid	C93_154	PL4
MM1021	KFRAG_01201	KFRAG_01201.fq.gz	NaN	haploid	C93_154	PL4
MM1021	KFRAG_01201_b	KFRAG_01201_b.fq.gz	NaN	haploid	C93_154	PL4
MM1021	KFRAG_01201_c	KFRAG_01201_c.fq.gz	NaN	haploid	C93_154	PL4
MM1022	KFRAG_01202	KFRAG_01202.fq.gz	NaN	haploid	C93_154	PL4
MM1022	KFRAG_01202_b	KFRAG_01202_b.fq.gz	NaN	haploid	C93_154	PL4
MM1022	KFRAG_01202_c	KFRAG_01202_c.fq.gz	NaN	haploid	C93_154	PL4
MM1023	KFRAG_01203	KFRAG_01203.fq.gz	NaN	haploid	C93_154	PL4
MM1023	KFRAG_01203_b	KFRAG_01203_b.fq.gz	NaN	haploid	C93_154	PL4
MM1023	KFRAG_01203_c	KFRAG_01203_c.fq.gz	NaN	haploid	C93_154	PL4
MM1024	KFRAG_01204	KFRAG_01204.fq.gz	NaN	haploid	C93_154	PL4
MM1024	KFRAG_01204_b	KFRAG_01204_b.fq.gz	NaN	haploid	C93_154	PL4
MM1024	KFRAG_01204_c	KFRAG_01204_c.fq.gz	NaN	haploid	C93_154	PL4
MM1025	KFRAG_01205	KFRAG_01205.fq.gz	NaN	haploid	C93_154	PL4
MM1025	KFRAG_01205_b	KFRAG_01205_b.fq.gz	NaN	haploid	C93_154	PL4
MM1025	KFRAG_01205_c	KFRAG_01205_c.fq.gz	NaN	haploid	C93_154	PL4
MM1026	KFRAG_01206	KFRAG_01206.fq.gz	NaN	haploid	C93_154	PL4
MM1026	KFRAG_01206_b	KFRAG_01206_b.fq.gz	NaN	haploid	C93_154	PL4
MM1026	KFRAG_01206_c	KFRAG_01206_c.fq.gz	NaN	haploid	C93_154	PL4
MM1027	KFRAG_01207	KFRAG_01207.fq.gz	NaN	haploid	C93_154	PL4
MM1027	KFRAG_01207_b	KFRAG_01207_b.fq.gz	NaN	haploid	C93_154	PL4
MM1027	KFRAG_01207_c	KFRAG_01207_c.fq.gz	NaN	haploid	C93_154	PL4
MM1028	KFRAG_01208	KFRAG_01208.fq.gz	NaN	haploid	C93_154	PL4
MM1028	KFRAG_01208_b	KFRAG_01208_b.fq.gz	NaN	haploid	C93_154	PL4
MM1028	KFRAG_01208_c	KFRAG_01208_c.fq.gz	NaN	haploid	C93_154	PL4
MM1029	KFRAG_01209	KFRAG_01209.fq.gz	NaN	haploid	C93_154	PL4
MM1029	KFRAG_01209_b	KFRAG_01209_b.fq.gz	NaN	haploid	C93_154	PL4
MM1029	KFRAG_01209_c	KFRAG_01209_c.fq.gz	NaN	haploid	C93_154	PL4
MM1030	KFRAG_01210	KFRAG_01210.fq.gz	NaN	haploid	C93_154	PL4
MM1030	KFRAG_01210_b	KFRAG_01210_b.fq.gz	NaN	haploid	C93_154	PL4
MM1030	KFRAG_01210_c	KFRAG_01210_c.fq.gz	NaN	haploid	C93_154	PL4
MM1031	KFRAG_01211	KFRAG_01211.fq.gz	NaN	haploid	C93_154	PL4
MM1031	KFRAG_01211_b	KFRAG_01211_b.fq.gz	NaN	haploid	C93_154	PL4
MM1031	KFRAG_01211_c	KFRAG_01211_c.fq.gz	NaN	haploid	C93_154	PL4
MM1032	KFRAG_01212	KFRAG_01212.fq.gz	NaN	haploid	C93_154	PL4
MM1032	KFRAG_01212_b	KFRAG_01212_b.fq.gz	NaN	haploid	C93_154	PL4
MM1032	KFRAG_01212_c	KFRAG_01212_c.fq.gz	NaN	haploid	C93_154	PL4
MM1033	KFRAG_01213	KFRAG_01213.fq.gz	NaN	haploid	C93_154	PL4
MM1033	KFRAG_01213_b	KFRAG_01213_b.fq.gz	NaN	haploid	C93_154	PL4
MM1033	KFRAG_01213_c	KFRAG_01213_c.fq.gz	NaN	haploid	C93_154	PL4
MM1034	KFRAG_01214	KFRAG_01214.fq.gz	NaN	haploid	C93_154	PL4
MM1034	KFRAG_01214_b	KFRAG_01214_b.fq.gz	NaN	haploid	C93_154	PL4
MM1034	KFRAG_01214_c	KFRAG_01214_c.fq.gz	NaN	haploid	C93_154	PL4
MM1035	KFRAG_01215	KFRAG_01215.fq.gz	NaN	haploid	C93_154	PL4
MM1035	KFRAG_01215_b	KFRAG_01215_b.fq.gz	NaN	haploid	C93_154	PL4
MM1035	KFRAG_01215_c	KFRAG_01215_c.fq.gz	NaN	haploid	C93_154	PL4
MM1036	KFRAG_01216	KFRAG_01216.fq.gz	NaN	haploid	WA_077	PL4
MM1036	KFRAG_01216_b	KFRAG_01216_b.fq.gz	NaN	haploid	WA_077	PL4
MM1036	KFRAG_01216_c	KFRAG_01216_c.fq.gz	NaN	haploid	WA_077	PL4
MM1037	KFRAG_01217	KFRAG_01217.fq.gz	NaN	haploid	WA_077	PL4
MM1037	KFRAG_01217_b	KFRAG_01217_b.fq.gz	NaN	haploid	WA_077	PL4
MM1037	KFRAG_01217_c	KFRAG_01217_c.fq.gz	NaN	haploid	WA_077	PL4
MM1038	KFRAG_01218	KFRAG_01218.fq.gz	NaN	haploid	WA_077	PL4
MM1038	KFRAG_01218_b	KFRAG_01218_b.fq.gz	NaN	haploid	WA_077	PL4
MM1038	KFRAG_01218_c	KFRAG_01218_c.fq.gz	NaN	haploid	WA_077	PL4
MM1039	KFRAG_01219	KFRAG_01219.fq.gz	NaN	haploid	Atlantic	PL4
MM1039	KFRAG_01219_b	KFRAG_01219_b.fq.gz	NaN	haploid	Atlantic	PL4
MM1039	KFRAG_01219_c	KFRAG_01219_c.fq.gz	NaN	haploid	Atlantic	PL4
MM1040	KFRAG_01220	KFRAG_01220.fq.gz	NaN	haploid	Atlantic	PL4
MM1040	KFRAG_01220_b	KFRAG_01220_b.fq.gz	NaN	haploid	Atlantic	PL4
MM1040	KFRAG_01220_c	KFRAG_01220_c.fq.gz	NaN	haploid	Atlantic	PL4
MM1041	KFRAG_01221	KFRAG_01221.fq.gz	NaN	haploid	Atlantic	PL4
MM1041	KFRAG_01221_b	KFRAG_01221_b.fq.gz	NaN	haploid	Atlantic	PL4
MM1041	KFRAG_01221_c	KFRAG_01221_c.fq.gz	NaN	haploid	Atlantic	PL4
MM1042	KFRAG_01222	KFRAG_01222.fq.gz	NaN	haploid	Atlantic	PL4
MM1042	KFRAG_01222_b	KFRAG_01222_b.fq.gz	NaN	haploid	Atlantic	PL4
MM1042	KFRAG_01222_c	KFRAG_01222_c.fq.gz	NaN	haploid	Atlantic	PL4
MM1043	KFRAG_01223	KFRAG_01223.fq.gz	NaN	haploid	Atlantic	PL4
MM1043	KFRAG_01223_b	KFRAG_01223_b.fq.gz	NaN	haploid	Atlantic	PL4
MM1043	KFRAG_01223_c	KFRAG_01223_c.fq.gz	NaN	haploid	Atlantic	PL4
MM1044	KFRAG_01224	KFRAG_01224.fq.gz	NaN	haploid	LR00_014	IVP101
MM1044	KFRAG_01224_b	KFRAG_01224_b.fq.gz	NaN	haploid	LR00_014	IVP101
MM1044	KFRAG_01224_c	KFRAG_01224_c.fq.gz	NaN	haploid	LR00_014	IVP101
MM1045	KFRAG_01225	KFRAG_01225.fq.gz	NaN	haploid	LR00_014	IVP101
MM1045	KFRAG_01225_b	KFRAG_01225_b.fq.gz	NaN	haploid	LR00_014	IVP101
MM1045	KFRAG_01225_c	KFRAG_01225_c.fq.gz	NaN	haploid	LR00_014	IVP101
MM1046	KFRAG_01226	KFRAG_01226.fq.gz	NaN	haploid	LR00_014	IVP101
MM1046	KFRAG_01226_b	KFRAG_01226_b.fq.gz	NaN	haploid	LR00_014	IVP101
MM1046	KFRAG_01226_c	KFRAG_01226_c.fq.gz	NaN	haploid	LR00_014	IVP101
MM1047	KFRAG_01227	KFRAG_01227.fq.gz	NaN	haploid	LR00_014	IVP101
MM1047	KFRAG_01227_b	KFRAG_01227_b.fq.gz	NaN	haploid	LR00_014	IVP101
MM1047	KFRAG_01227_c	KFRAG_01227_c.fq.gz	NaN	haploid	LR00_014	IVP101
MM1048	KFRAG_01228	KFRAG_01228.fq.gz	NaN	haploid	LR00_014	IVP101
MM1048	KFRAG_01228_b	KFRAG_01228_b.fq.gz	NaN	haploid	LR00_014	IVP101
MM1048	KFRAG_01228_c	KFRAG_01228_c.fq.gz	NaN	haploid	LR00_014	IVP101
MM1049	KFRAG_01229	KFRAG_01229.fq.gz	NaN	haploid	LR00_014	IVP101
MM1049	KFRAG_01229_b	KFRAG_01229_b.fq.gz	NaN	haploid	LR00_014	IVP101
MM1049	KFRAG_01229_c	KFRAG_01229_c.fq.gz	NaN	haploid	LR00_014	IVP101
MM1050	KFRAG_01230	KFRAG_01230.fq.gz	NaN	haploid	LR00_014	IVP101
MM1050	KFRAG_01230_b	KFRAG_01230_b.fq.gz	NaN	haploid	LR00_014	IVP101
MM1050	KFRAG_01230_c	KFRAG_01230_c.fq.gz	NaN	haploid	LR00_014	IVP101
MM1051	KFRAG_01231	KFRAG_01231.fq.gz	NaN	haploid	LR00_014	IVP101
MM1051	KFRAG_01231_b	KFRAG_01231_b.fq.gz	NaN	haploid	LR00_014	IVP101
MM1051	KFRAG_01231_c	KFRAG_01231_c.fq.gz	NaN	haploid	LR00_014	IVP101
MM1052	KFRAG_01232	KFRAG_01232.fq.gz	NaN	haploid	LR00_014	IVP101
MM1052	KFRAG_01232_b	KFRAG_01232_b.fq.gz	NaN	haploid	LR00_014	IVP101
MM1052	KFRAG_01232_c	KFRAG_01232_c.fq.gz	NaN	haploid	LR00_014	IVP101
MM1053	KFRAG_01233	KFRAG_01233.fq.gz	NaN	haploid	LR00_014	IVP101
MM1053	KFRAG_01233_b	KFRAG_01233_b.fq.gz	NaN	haploid	LR00_014	IVP101
MM1053	KFRAG_01233_c	KFRAG_01233_c.fq.gz	NaN	haploid	LR00_014	IVP101
MM1054	KFRAG_01234	KFRAG_01234.fq.gz	NaN	haploid	LR00_014	IVP101
MM1054	KFRAG_01234_b	KFRAG_01234_b.fq.gz	NaN	haploid	LR00_014	IVP101
MM1054	KFRAG_01234_c	KFRAG_01234_c.fq.gz	NaN	haploid	LR00_014	IVP101
MM1055	KFRAG_01235	KFRAG_01235.fq.gz	NaN	haploid	LR00_014	IVP101
MM1055	KFRAG_01235_b	KFRAG_01235_b.fq.gz	NaN	haploid	LR00_014	IVP101
MM1055	KFRAG_01235_c	KFRAG_01235_c.fq.gz	NaN	haploid	LR00_014	IVP101
MM1056	KFRAG_01236	KFRAG_01236.fq.gz	NaN	haploid	LR00_014	IVP101
MM1056	KFRAG_01236_b	KFRAG_01236_b.fq.gz	NaN	haploid	LR00_014	IVP101
MM1056	KFRAG_01236_c	KFRAG_01236_c.fq.gz	NaN	haploid	LR00_014	IVP101
MM1057	KFRAG_01237	KFRAG_01237.fq.gz	NaN	haploid	LR00_014	IVP101
MM1057	KFRAG_01237_b	KFRAG_01237_b.fq.gz	NaN	haploid	LR00_014	IVP101
MM1057	KFRAG_01237_c	KFRAG_01237_c.fq.gz	NaN	haploid	LR00_014	IVP101
MM1058	KFRAG_01238	KFRAG_01238.fq.gz	NaN	haploid	LR00_014	IVP101
MM1058	KFRAG_01238_b	KFRAG_01238_b.fq.gz	NaN	haploid	LR00_014	IVP101
MM1058	KFRAG_01238_c	KFRAG_01238_c.fq.gz	NaN	haploid	LR00_014	IVP101
MM1059	KFRAG_01239	KFRAG_01239.fq.gz	NaN	haploid	LR00_014	IVP101
MM1059	KFRAG_01239_b	KFRAG_01239_b.fq.gz	NaN	haploid	LR00_014	IVP101
MM1059	KFRAG_01239_c	KFRAG_01239_c.fq.gz	NaN	haploid	LR00_014	IVP101
MM1060	KFRAG_01240	KFRAG_01240.fq.gz	NaN	haploid	LR00_014	IVP101
MM1060	KFRAG_01240_b	KFRAG_01240_b.fq.gz	NaN	haploid	LR00_014	IVP101
MM1060	KFRAG_01240_c	KFRAG_01240_c.fq.gz	NaN	haploid	LR00_014	IVP101
MM1061	KFRAG_01241	KFRAG_01241.fq.gz	NaN	haploid	LR00_014	IVP101
MM1061	KFRAG_01241_b	KFRAG_01241_b.fq.gz	NaN	haploid	LR00_014	IVP101
MM1061	KFRAG_01241_c	KFRAG_01241_c.fq.gz	NaN	haploid	LR00_014	IVP101
MM1062	KFRAG_01242	KFRAG_01242.fq.gz	NaN	haploid	LR00_014	IVP101
MM1062	KFRAG_01242_b	KFRAG_01242_b.fq.gz	NaN	haploid	LR00_014	IVP101
MM1062	KFRAG_01242_c	KFRAG_01242_c.fq.gz	NaN	haploid	LR00_014	IVP101
MM1063	KFRAG_01243	KFRAG_01243.fq.gz	NaN	haploid	LR00_022	IVP101
MM1063	KFRAG_01243_b	KFRAG_01243_b.fq.gz	NaN	haploid	LR00_022	IVP101
MM1063	KFRAG_01243_c	KFRAG_01243_c.fq.gz	NaN	haploid	LR00_022	IVP101
MM1064	KFRAG_01244	KFRAG_01244.fq.gz	NaN	haploid	LR00_022	IVP101
MM1064	KFRAG_01244_b	KFRAG_01244_b.fq.gz	NaN	haploid	LR00_022	IVP101
MM1064	KFRAG_01244_c	KFRAG_01244_c.fq.gz	NaN	haploid	LR00_022	IVP101
MM1065	KFRAG_01245	KFRAG_01245.fq.gz	NaN	haploid	C01_020	IVP101
MM1065	KFRAG_01245_b	KFRAG_01245_b.fq.gz	NaN	haploid	C01_020	IVP101
MM1065	KFRAG_01245_c	KFRAG_01245_c.fq.gz	NaN	haploid	C01_020	IVP101
MM1066	KFRAG_01246	KFRAG_01246.fq.gz	NaN	haploid	C01_020	IVP101
MM1066	KFRAG_01246_b	KFRAG_01246_b.fq.gz	NaN	haploid	C01_020	IVP101
MM1066	KFRAG_01246_c	KFRAG_01246_c.fq.gz	NaN	haploid	C01_020	IVP101
MM1067	KFRAG_01247	KFRAG_01247.fq.gz	NaN	haploid	C01_020	IVP101
MM1067	KFRAG_01247_b	KFRAG_01247_b.fq.gz	NaN	haploid	C01_020	IVP101
MM1067	KFRAG_01247_c	KFRAG_01247_c.fq.gz	NaN	haploid	C01_020	IVP101
MM1068	KFRAG_01248	KFRAG_01248.fq.gz	NaN	haploid	C01_020	IVP101
MM1068	KFRAG_01248_b	KFRAG_01248_b.fq.gz	NaN	haploid	C01_020	IVP101
MM1068	KFRAG_01248_c	KFRAG_01248_c.fq.gz	NaN	haploid	C01_020	IVP101
MM1069	KFRAG_01249	KFRAG_01249.fq.gz	NaN	haploid	Y84_027	IVP101
MM1069	KFRAG_01249_b	KFRAG_01249_b.fq.gz	NaN	haploid	Y84_027	IVP101
MM1069	KFRAG_01249_c	KFRAG_01249_c.fq.gz	NaN	haploid	Y84_027	IVP101
MM1070	KFRAG_01250	KFRAG_01250.fq.gz	NaN	haploid	Y84_027	IVP101
MM1070	KFRAG_01250_b	KFRAG_01250_b.fq.gz	NaN	haploid	Y84_027	IVP101
MM1070	KFRAG_01250_c	KFRAG_01250_c.fq.gz	NaN	haploid	Y84_027	IVP101
MM1071	KFRAG_01251	KFRAG_01251.fq.gz	NaN	haploid	Y84_027	IVP101
MM1071	KFRAG_01251_b	KFRAG_01251_b.fq.gz	NaN	haploid	Y84_027	IVP101
MM1071	KFRAG_01251_c	KFRAG_01251_c.fq.gz	NaN	haploid	Y84_027	IVP101
MM1072	KFRAG_01252	KFRAG_01252.fq.gz	NaN	haploid	Y84_027	IVP101
MM1072	KFRAG_01252_b	KFRAG_01252_b.fq.gz	NaN	haploid	Y84_027	IVP101
MM1072	KFRAG_01252_c	KFRAG_01252_c.fq.gz	NaN	haploid	Y84_027	IVP101
MM1073	KFRAG_01253	KFRAG_01253.fq.gz	NaN	haploid	Y84_027	IVP101
MM1073	KFRAG_01253_b	KFRAG_01253_b.fq.gz	NaN	haploid	Y84_027	IVP101
MM1073	KFRAG_01253_c	KFRAG_01253_c.fq.gz	NaN	haploid	Y84_027	IVP101
MM1074	KFRAG_01254	KFRAG_01254.fq.gz	NaN	haploid	Y84_027	IVP101
MM1074	KFRAG_01254_b	KFRAG_01254_b.fq.gz	NaN	haploid	Y84_027	IVP101
MM1074	KFRAG_01254_c	KFRAG_01254_c.fq.gz	NaN	haploid	Y84_027	IVP101
MM1075	KFRAG_01255	KFRAG_01255.fq.gz	NaN	haploid	C90_170	IVP101
MM1075	KFRAG_01255_b	KFRAG_01255_b.fq.gz	NaN	haploid	C90_170	IVP101
MM1075	KFRAG_01255_c	KFRAG_01255_c.fq.gz	NaN	haploid	C90_170	IVP101
MM1076	KFRAG_01256	KFRAG_01256.fq.gz	NaN	haploid	93_003	IVP101
MM1076	KFRAG_01256_b	KFRAG_01256_b.fq.gz	NaN	haploid	93_003	IVP101
MM1076	KFRAG_01256_c	KFRAG_01256_c.fq.gz	NaN	haploid	93_003	IVP101
MM1077	KFRAG_01257	KFRAG_01257.fq.gz	NaN	haploid	93_003	IVP101
MM1077	KFRAG_01257_b	KFRAG_01257_b.fq.gz	NaN	haploid	93_003	IVP101
MM1077	KFRAG_01257_c	KFRAG_01257_c.fq.gz	NaN	haploid	93_003	IVP101
MM1078	KFRAG_01258	KFRAG_01258.fq.gz	NaN	haploid	93_003	IVP101
MM1078	KFRAG_01258_b	KFRAG_01258_b.fq.gz	NaN	haploid	93_003	IVP101
MM1078	KFRAG_01258_c	KFRAG_01258_c.fq.gz	NaN	haploid	93_003	IVP101
MM1079	KFRAG_01259	KFRAG_01259.fq.gz	NaN	haploid	93_003	IVP101
MM1079	KFRAG_01259_b	KFRAG_01259_b.fq.gz	NaN	haploid	93_003	IVP101
MM1079	KFRAG_01259_c	KFRAG_01259_c.fq.gz	NaN	haploid	93_003	IVP101
MM1080	KFRAG_01260	KFRAG_01260.fq.gz	NaN	haploid	93_003	IVP101
MM1080	KFRAG_01260_b	KFRAG_01260_b.fq.gz	NaN	haploid	93_003	IVP101
MM1080	KFRAG_01260_c	KFRAG_01260_c.fq.gz	NaN	haploid	93_003	IVP101
MM1081	KFRAG_01261	KFRAG_01261.fq.gz	NaN	haploid	93_003	IVP101
MM1081	KFRAG_01261_b	KFRAG_01261_b.fq.gz	NaN	haploid	93_003	IVP101
MM1081	KFRAG_01261_c	KFRAG_01261_c.fq.gz	NaN	haploid	93_003	IVP101
MM1082	KFRAG_01262	KFRAG_01262.fq.gz	NaN	haploid	93_003	IVP101
MM1082	KFRAG_01262_b	KFRAG_01262_b.fq.gz	NaN	haploid	93_003	IVP101
MM1082	KFRAG_01262_c	KFRAG_01262_c.fq.gz	NaN	haploid	93_003	IVP101
MM1083	KFRAG_01263	KFRAG_01263.fq.gz	NaN	haploid	93_003	IVP101
MM1083	KFRAG_01263_b	KFRAG_01263_b.fq.gz	NaN	haploid	93_003	IVP101
MM1083	KFRAG_01263_c	KFRAG_01263_c.fq.gz	NaN	haploid	93_003	IVP101
MM1084	KFRAG_01264	KFRAG_01264.fq.gz	NaN	haploid	93_003	IVP101
MM1084	KFRAG_01264_b	KFRAG_01264_b.fq.gz	NaN	haploid	93_003	IVP101
MM1084	KFRAG_01264_c	KFRAG_01264_c.fq.gz	NaN	haploid	93_003	IVP101
MM1085	KFRAG_01265	KFRAG_01265.fq.gz	NaN	haploid	93_003	IVP101
MM1085	KFRAG_01265_b	KFRAG_01265_b.fq.gz	NaN	haploid	93_003	IVP101
MM1085	KFRAG_01265_c	KFRAG_01265_c.fq.gz	NaN	haploid	93_003	IVP101
MM1086	KFRAG_01266	KFRAG_01266.fq.gz	NaN	haploid	93_003	IVP101
MM1086	KFRAG_01266_b	KFRAG_01266_b.fq.gz	NaN	haploid	93_003	IVP101
MM1086	KFRAG_01266_c	KFRAG_01266_c.fq.gz	NaN	haploid	93_003	IVP101
MM1087	KFRAG_01267	KFRAG_01267.fq.gz	NaN	haploid	93_003	IVP101
MM1087	KFRAG_01267_b	KFRAG_01267_b.fq.gz	NaN	haploid	93_003	IVP101
MM1087	KFRAG_01267_c	KFRAG_01267_c.fq.gz	NaN	haploid	93_003	IVP101
MM1088	KFRAG_01268	KFRAG_01268.fq.gz	NaN	haploid	458	IVP101
MM1088	KFRAG_01268_b	KFRAG_01268_b.fq.gz	NaN	haploid	458	IVP101
MM1088	KFRAG_01268_c	KFRAG_01268_c.fq.gz	NaN	haploid	458	IVP101
MM1089	KFRAG_01269	KFRAG_01269.fq.gz	NaN	haploid	458	IVP101
MM1089	KFRAG_01269_b	KFRAG_01269_b.fq.gz	NaN	haploid	458	IVP101
MM1089	KFRAG_01269_c	KFRAG_01269_c.fq.gz	NaN	haploid	458	IVP101
MM1090	KFRAG_01270	KFRAG_01270.fq.gz	NaN	haploid	458	IVP101
MM1090	KFRAG_01270_b	KFRAG_01270_b.fq.gz	NaN	haploid	458	IVP101
MM1090	KFRAG_01270_c	KFRAG_01270_c.fq.gz	NaN	haploid	458	IVP101
MM1091	KFRAG_01271	KFRAG_01271.fq.gz	NaN	haploid	458	IVP101
MM1091	KFRAG_01271_b	KFRAG_01271_b.fq.gz	NaN	haploid	458	IVP101
MM1091	KFRAG_01271_c	KFRAG_01271_c.fq.gz	NaN	haploid	458	IVP101
MM1092	KFRAG_01272	KFRAG_01272.fq.gz	NaN	haploid	458	IVP101
MM1092	KFRAG_01272_b	KFRAG_01272_b.fq.gz	NaN	haploid	458	IVP101
MM1092	KFRAG_01272_c	KFRAG_01272_c.fq.gz	NaN	haploid	458	IVP101
MM1093	KFRAG_01273	KFRAG_01273.fq.gz	NaN	haploid	458	IVP101
MM1093	KFRAG_01273_b	KFRAG_01273_b.fq.gz	NaN	haploid	458	IVP101
MM1093	KFRAG_01273_c	KFRAG_01273_c.fq.gz	NaN	haploid	458	IVP101
MM1094	KFRAG_01274	KFRAG_01274.fq.gz	NaN	haploid	WA_077	IVP101
MM1094	KFRAG_01274_b	KFRAG_01274_b.fq.gz	NaN	haploid	WA_077	IVP101
MM1094	KFRAG_01274_c	KFRAG_01274_c.fq.gz	NaN	haploid	WA_077	IVP101
MM1095	KFRAG_01275	KFRAG_01275.fq.gz	NaN	haploid	WA_077	IVP101
MM1095	KFRAG_01275_b	KFRAG_01275_b.fq.gz	NaN	haploid	WA_077	IVP101
MM1095	KFRAG_01275_c	KFRAG_01275_c.fq.gz	NaN	haploid	WA_077	IVP101
MM1096	KFRAG_01276	KFRAG_01276.fq.gz	NaN	haploid	WA_077	IVP101
MM1096	KFRAG_01276_b	KFRAG_01276_b.fq.gz	NaN	haploid	WA_077	IVP101
MM1096	KFRAG_01276_c	KFRAG_01276_c.fq.gz	NaN	haploid	WA_077	IVP101
MM1097	KFRAG_01277	KFRAG_01277.fq.gz	NaN	haploid	WA_077	IVP101
MM1097	KFRAG_01277_b	KFRAG_01277_b.fq.gz	NaN	haploid	WA_077	IVP101
MM1097	KFRAG_01277_c	KFRAG_01277_c.fq.gz	NaN	haploid	WA_077	IVP101
MM1098	KFRAG_01278	KFRAG_01278.fq.gz	NaN	haploid	WA_077	IVP101
